finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,continent,industry_sector,year,decade,e_class
2.0,Rajiv Jain,55.0,United States,Finance & Investments,N,Male,1968-01-27 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1968.0,1960.0,Developed
2.0,Michael Jordan,60.0,United States,Sports,U,Male,1963-02-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1963.0,1960.0,Developed
2.0,Diane Kemper,77.0,United States,Real Estate,D,Female,1945-07-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1945.0,1940.0,Developed
2.0,Craig McCaw,73.0,United States,Telecom,D,Male,1949-08-11 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1949.0,1940.0,Developed
2.0,Matthew Prince,48.0,United States,Technology,D,Male,1975-01-01 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1975.0,1970.0,Developed
2.0,Linda Pritzker,69.0,United States,Service,E,Female,1953-09-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1953.0,1950.0,Developed
2.0,T. Denny Sanford,87.0,United States,Finance & Investments,D,Male,1935-12-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1935.0,1930.0,Developed
2.0,Hope Welker,37.0,United States,Metals & Mining,D,Female,1985-08-13 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1985.0,1980.0,Developed
2.0,William Young,82.0,United States,Manufacturing,D,Male,1941-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1941.0,1940.0,Developed
1.9,David Blitzer,53.0,United States,Sports,N,Male,1969-09-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1969.0,1960.0,Developed
1.9,"Howard Butt, III. & family",71.0,United States,Fashion & Retail,N,Male,1952-04-04 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1952.0,1950.0,Developed
1.9,Alexandra Daitch,60.0,United States,Food & Beverage,D,Female,1963-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1963.0,1960.0,Developed
1.9,Mark Davis,67.0,United States,Sports,N,Male,1955-05-18 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Developed
1.9,James Dinan,63.0,United States,Finance & Investments,E,Male,1959-05-22 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1959.0,1950.0,Developed
1.9,Reid Hoffman,55.0,United States,Technology,D,Male,1967-08-05 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1967.0,1960.0,Developed
1.9,"B. Wayne Hughes, Jr.",63.0,United States,Real Estate,D,Male,1959-05-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1959.0,1950.0,Developed
1.9,Scott Kapnick,64.0,United States,Finance & Investments,U,Male,1959-02-09 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1959.0,1950.0,Developed
1.9,Richard Kayne,77.0,United States,Finance & Investments,U,Male,1946-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
1.9,Edward Lampert,60.0,United States,Finance & Investments,U,Male,1962-07-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1962.0,1960.0,Developed
1.9,James Leprino,85.0,United States,Food & Beverage,D,Male,1937-11-22 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1937.0,1930.0,Developed
1.9,David Lichtenstein,61.0,United States,Real Estate,E,Male,1961-11-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1961.0,1960.0,Developed
1.9,Sarah MacMillan,69.0,United States,Food & Beverage,D,Female,1954-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
1.9,Jennifer Pritzker,72.0,United States,Finance & Investments,D,Female,1950-08-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1950.0,1950.0,Developed
1.9,Larry Robbins,53.0,United States,Finance & Investments,E,Male,1969-10-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1969.0,1960.0,Developed
1.9,Dwight Schar,81.0,United States,Construction & Engineering,E,Male,1942-02-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1942.0,1940.0,Developed
1.9,Lucy Stitzer,63.0,United States,Food & Beverage,D,Female,1960-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1960.0,1960.0,Developed
1.9,Charlotte Colket Weber,80.0,United States,Food & Beverage,U,Female,1942-11-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1942.0,1940.0,Developed
1.9,Anita Zucker,71.0,United States,Manufacturing,U,Female,1952-01-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1952.0,1950.0,Developed
1.8,Leslie Alexander,79.0,United States,Sports,E,Male,1943-06-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1943.0,1940.0,Developed
1.8,O. Francis Biondi,58.0,United States,Finance & Investments,E,Male,1964-07-04 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1964.0,1960.0,Developed
1.8,Parker Conrad,42.0,United States,Technology,N,Male,1980-04-13 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1980.0,1980.0,Developed
1.8,Tim Cook,62.0,United States,Technology,D,Male,1960-11-01 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1960.0,1960.0,Developed
1.8,Robert Duggan,78.0,United States,Healthcare,D,Male,1944-04-28 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Service,1944.0,1940.0,Developed
1.8,James France,78.0,United States,Sports,E,Male,1944-10-24 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
1.8,Phillip Frost,86.0,United States,Healthcare,D,Male,1936-11-11 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1936.0,1930.0,Developed
1.8,Christopher Goldsbury,80.0,United States,Food & Beverage,E,Male,1943-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1943.0,1940.0,Developed
1.8,Brian Higgins,58.0,United States,Finance & Investments,E,Male,1965-02-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1965.0,1960.0,Developed
1.8,George Kurtz,52.0,United States,Technology,D,Male,1970-10-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1970.0,1970.0,Developed
1.8,Joe Lacob,67.0,United States,Sports,U,Male,1956-01-10 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Consumer Discretionary & Staples,1956.0,1950.0,Developed
1.8,Joe Lau,33.0,United States,Technology,D,Male,1989-07-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1989.0,1980.0,Developed
1.8,Gary Michelson,74.0,United States,Healthcare,E,Male,1949-01-14 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1949.0,1940.0,Developed
1.8,Ronald Perelman,80.0,United States,Finance & Investments,D,Male,1943-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1943.0,1940.0,Developed
1.8,Olivier Pomel,46.0,United States,Technology,D,Male,1977-03-26 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1977.0,1970.0,Developed
1.8,Alan Trefler,67.0,United States,Technology,D,Male,1956-03-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1956.0,1950.0,Developed
1.8,Riaz Valani,46.0,United States,Finance & Investments,D,Male,1976-09-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1976.0,1970.0,Developed
1.8,Nikil Viswanathan,35.0,United States,Technology,D,Male,1987-10-16 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1987.0,1980.0,Developed
1.8,Todd Wagner,62.0,United States,Media & Entertainment,D,Male,1960-08-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1960.0,1960.0,Developed
1.8,Evan Williams,51.0,United States,Technology,D,Male,1972-03-31 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1972.0,1970.0,Developed
1.8,Amy Wyss,52.0,United States,Healthcare,D,Female,1971-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1971.0,1970.0,Developed
1.8,Alan Zekelman,60.0,United States,Manufacturing,U,Male,1962-10-01 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1962.0,1960.0,Developed
1.7,Amy Adams Strunk,67.0,United States,Sports,N,Female,1955-09-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Developed
1.7,Marc Andreessen,51.0,United States,Finance & Investments,E,Male,1971-07-09 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1971.0,1970.0,Developed
1.7,David Booth,77.0,United States,Finance & Investments,E,Male,1946-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
1.7,Jim Breyer,61.0,United States,Technology,D,Male,1961-07-26 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1961.0,1960.0,Developed
1.7,Carl DeSantis,83.0,United States,Food & Beverage,U,Male,1939-07-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1939.0,1930.0,Developed
1.7,Keith Dunleavy & family,53.0,United States,Healthcare,E,Male,1969-06-25 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1969.0,1960.0,Developed
1.7,Mario Gabelli,81.0,United States,Finance & Investments,D,Male,1942-03-31 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1942.0,1940.0,Developed
1.7,John Goff,67.0,United States,Real Estate,U,Male,1955-08-26 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1955.0,1950.0,Developed
1.7,Osman Kibar,52.0,United States,Healthcare,D,Male,1971-04-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1971.0,1970.0,Developed
1.7,Alexis Lê-Quôc,48.0,United States,Technology,D,Male,1974-11-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1974.0,1970.0,Developed
1.7,James Leininger,78.0,United States,Healthcare,E,Male,1945-03-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1945.0,1940.0,Developed
1.7,Jimmy John Liautaud,59.0,United States,Food & Beverage,E,Male,1964-01-12 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Consumer Discretionary & Staples,1964.0,1960.0,Developed
1.7,Palmer Luckey,30.0,United States,Technology,N,Male,1992-09-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1992.0,1990.0,Developed
1.7,Duncan MacMillan,85.0,United States,Finance & Investments,U,Male,1937-12-17 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1937.0,1930.0,Developed
1.7,Jorge Perez,73.0,United States,Real Estate,E,Male,1949-10-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1949.0,1940.0,Developed
1.7,Brian Roberts,63.0,United States,Media & Entertainment,U,Male,1959-06-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1959.0,1950.0,Developed
1.7,"Joe Rogers, Jr.",76.0,United States,Food & Beverage,D,Male,1946-12-02 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1946.0,1940.0,Developed
1.7,Paul Saville,67.0,United States,Real Estate,U,Male,1955-12-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1955.0,1950.0,Developed
1.7,Jonathan Tisch,69.0,United States,Diversified,U,Male,1953-12-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1953.0,1950.0,Developed
1.7,Kenneth Tuchman,63.0,United States,Service,D,Male,1959-10-23 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1959.0,1950.0,Developed
1.7,Tom Werner,72.0,United States,Sports,U,Male,1950-04-12 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Developed
1.7,Stephen Winn,76.0,United States,Real Estate,E,Male,1946-09-12 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1946.0,1940.0,Developed
1.7,David Zalik,49.0,United States,Technology,D,Male,1974-02-02 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1974.0,1970.0,Developed
1.6,Noubar Afeyan,60.0,United States,Healthcare,D,Male,1962-07-25 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1962.0,1960.0,Developed
1.6,"Herbert Allen, Jr. & family",83.0,United States,Finance & Investments,E,Male,1940-03-05 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1940.0,1940.0,Developed
1.6,Clifford Asness,56.0,United States,Finance & Investments,E,Male,1966-10-17 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1966.0,1960.0,Developed
1.6,Louis Bacon,66.0,United States,Finance & Investments,E,Male,1956-07-25 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1956.0,1950.0,Developed
1.6,Robert Clark,64.0,United States,Construction & Engineering,E,Male,1959-01-30 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1959.0,1950.0,Developed
1.6,Tench Coxe,65.0,United States,Finance & Investments,D,Male,1958-01-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1958.0,1950.0,Developed
1.6,Jim Crane,69.0,United States,Sports,U,Male,1954-01-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
1.6,Jamie Dimon,67.0,United States,Finance & Investments,E,Male,1956-03-13 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1956.0,1950.0,Developed
1.6,Daniel Dines,51.0,United States,Technology,D,Male,1972-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1972.0,1970.0,Developed
1.6,"William Foley, II.",78.0,United States,Finance & Investments,U,Male,1944-12-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1944.0,1940.0,Developed
1.6,Bill Gross,78.0,United States,Finance & Investments,E,Male,1944-04-13 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1944.0,1940.0,Developed
1.6,Sue Gross,73.0,United States,Finance & Investments,E,Female,1950-02-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1950.0,1950.0,Developed
1.6,Irving Grousbeck & family,88.0,United States,Sports,N,Male,1934-07-20 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1934.0,1930.0,Developed
1.6,Timothy Headington,72.0,United States,Energy,U,Male,1950-04-24 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1950.0,1950.0,Developed
1.6,David Hoffmann,70.0,United States,Diversified,U,Male,1952-08-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1952.0,1950.0,Developed
1.6,Stanley Hubbard,89.0,United States,Media & Entertainment,D,Male,1933-05-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1933.0,1930.0,Developed
1.6,Randal J. Kirk,69.0,United States,Healthcare,E,Male,1954-03-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1954.0,1950.0,Developed
1.6,William Koch,82.0,United States,Energy,E,Male,1940-05-03 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1940.0,1940.0,Developed
1.6,Robert Langer,74.0,United States,Healthcare,E,Male,1948-08-29 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1948.0,1940.0,Developed
1.6,Jim McKelvey,57.0,United States,Technology,D,Male,1965-10-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1965.0,1960.0,Developed
1.6,Michael Polsky,74.0,United States,Energy,U,Male,1949-01-01 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1949.0,1940.0,Developed
1.6,Andres Santo Domingo,44.0,United States,Food & Beverage,E,Male,1978-06-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1978.0,1970.0,Developed
1.6,Ryan Smith,44.0,United States,Technology,E,Male,1978-06-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1978.0,1970.0,Developed
1.6,Peter Sperling,63.0,United States,Service,E,Male,1959-11-22 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1959.0,1950.0,Developed
1.6,Laurie Tisch,72.0,United States,Diversified,U,Female,1951-02-19 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1951.0,1950.0,Developed
1.6,Steven Tisch,74.0,United States,Diversified,U,Male,1949-02-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Diversified,1949.0,1940.0,Developed
1.6,August Troendle,67.0,United States,Healthcare,U,Male,1956-01-01 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1956.0,1950.0,Developed
1.6,Scott Watterson,67.0,United States,Technology,E,Male,1955-05-18 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1955.0,1950.0,Developed
1.6,Dan Wilks,66.0,United States,Energy,U,Male,1956-05-30 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Energy & Industrials & Materials,1956.0,1950.0,Developed
1.6,Anthony Wood,57.0,United States,Technology,D,Male,1965-12-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1965.0,1960.0,Developed
1.6,George Yancopoulos,63.0,United States,Healthcare,U,Male,1959-09-10 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1959.0,1950.0,Developed
1.5,Safra Catz,61.0,United States,Technology,E,Female,1961-12-13 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Technology,1961.0,1960.0,Developed
1.5,Bharat Desai,70.0,United States,Technology,E,Male,1952-11-20 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1952.0,1950.0,Developed
1.5,Egon Durban,49.0,United States,Finance & Investments,E,Male,1973-08-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1973.0,1970.0,Developed
1.5,Alan Gerry,94.0,United States,Media & Entertainment,E,Male,1928-12-25 00:00:00,21427.7,78.5,36.6,1,0.0,Americas,Consumer Discretionary & Staples,1928.0,1920.0,Developed
1.5,Patrick Hanrahan,67.0,United States,Technology,D,Male,1955-05-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1955.0,1950.0,Developed
1.5,Kenneth Hao,54.0,United States,Finance & Investments,E,Male,1968-09-11 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1968.0,1960.0,Developed
1.5,Sidney Kimmel,95.0,United States,Fashion & Retail,E,Male,1928-01-16 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Consumer Discretionary & Staples,1928.0,1920.0,Developed
1.5,Jim Koch,73.0,United States,Food & Beverage,D,Male,1949-05-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1949.0,1940.0,Developed
1.5,Greg Mondre,48.0,United States,Finance & Investments,E,Male,1974-05-20 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1974.0,1970.0,Developed
1.5,Jerry Moyes & family,79.0,United States,Logistics,U,Male,1944-01-15 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1944.0,1940.0,Developed
1.5,John Ocampo,63.0,United States,Technology,U,Male,1959-04-05 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1959.0,1950.0,Developed
1.5,Nelson Peltz,80.0,United States,Finance & Investments,D,Male,1942-06-01 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Financials,1942.0,1940.0,Developed
1.5,Mike Repole,55.0,United States,Food & Beverage,E,Male,1968-01-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1968.0,1960.0,Developed
1.5,Duke Reyes,66.0,United States,Food & Beverage,U,Male,1957-03-23 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1957.0,1950.0,Developed
1.5,John Ruiz,56.0,United States,Service,N,Male,1967-01-07 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1967.0,1960.0,Developed
1.5,Sheryl Sandberg,53.0,United States,Technology,D,Female,1969-08-28 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1969.0,1960.0,Developed
1.5,Ben Silbermann,40.0,United States,Media & Entertainment,U,Male,1982-07-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1982.0,1980.0,Developed
1.5,Frank Slootman,64.0,United States,Technology,D,Male,1958-10-03 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1958.0,1950.0,Developed
1.5,Axel Stawski,72.0,United States,Real Estate,U,Male,1950-11-14 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1950.0,1950.0,Developed
1.5,Thomas Steyer,65.0,United States,Finance & Investments,E,Male,1957-06-27 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1957.0,1950.0,Developed
1.5,Kevin Systrom,39.0,United States,Technology,E,Male,1983-12-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1983.0,1980.0,Developed
1.5,Jeff Tangney,50.0,United States,Healthcare,D,Male,1972-08-09 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1972.0,1970.0,Developed
1.5,Kenny Troutt,75.0,United States,Telecom,E,Male,1948-01-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1948.0,1940.0,Developed
1.5,Farris Wilks,71.0,United States,Energy,U,Male,1952-02-09 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Energy & Industrials & Materials,1952.0,1950.0,Developed
1.4,Steve Case,64.0,United States,Technology,D,Male,1958-08-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1958.0,1950.0,Developed
1.4,John Farber,97.0,United States,Manufacturing,D,Male,1925-08-23 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Energy & Industrials & Materials,1925.0,1920.0,Developed
1.4,J. Christopher Flowers,65.0,United States,Finance & Investments,U,Male,1957-10-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1957.0,1950.0,Developed
1.4,Ali Ghodsi,44.0,United States,Technology,D,Male,1978-12-08 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Technology,1978.0,1970.0,Developed
1.4,Daniel Hirschfeld,81.0,United States,Fashion & Retail,E,Male,1941-05-31 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1941.0,1940.0,Developed
1.4,Drew Houston,40.0,United States,Technology,D,Male,1983-03-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1983.0,1980.0,Developed
