rank,finalWorth,category,personName,age,country,source,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country
580,4700,Media & Entertainment,Thomas Secunda,68,United States,Bloomberg LP,Media & Entertainment,U,M,6/23/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
580,4700,Diversified,Zuowen Song,76,China,"Aluminum, diversified",Diversified,U,M,3/19/1947 0:00,"$19,910,000,000,000.00",77,59.2
580,4700,Media & Entertainment,Tim Sweeney,52,United States,Video games,Media & Entertainment,D,M,12/13/1970 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Food & Beverage,Bert Beveridge,61,United States,Vodka,Food & Beverage,U,M,1/1/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Media & Entertainment,Mark Cuban,64,United States,"Online media, Dallas Mavericks",Media & Entertainment,D,M,7/31/1958 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Media & Entertainment,Charles Dolan & family,96,United States,Cable television,Media & Entertainment,D,M,10/16/1926 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Technology,Jack Dorsey,46,United States,"Twitter, Square",Technology,D,M,11/19/1976 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Energy,Fan Hongwei,56,China,Petrochemicals,Energy,D,F,1/1/1967 0:00,"$19,910,000,000,000.00",77,59.2
591,4600,Metals & Mining,Vladimir Kim,62,Kazakhstan,Mining,Metals & Mining,D,M,10/29/1960 0:00,"$180,161,741,180.00",73.2,28.4
591,4600,Finance & Investments,"Andre Koo, Sr.",55,Taiwan,Financial services,Finance & Investments,D,M,5/25/1967 0:00,,,
591,4600,Fashion & Retail,Ronald Lauder,79,United States,Estee Lauder,Fashion & Retail,D,M,2/26/1944 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Manufacturing,Li Chunan,54,China,Renewable energy,Manufacturing,D,M,10/10/1968 0:00,"$19,910,000,000,000.00",77,59.2
591,4600,Media & Entertainment,Forrest Li,45,Singapore,Gaming,Media & Entertainment,D,M,1/1/1978 0:00,"$372,062,527,489.00",83.1,21
591,4600,Telecom,Richard Li,56,Hong Kong,Telecom,Telecom,D,M,11/8/1966 0:00,,,
591,4600,Fashion & Retail,Doug Meijer & family,69,United States,Supermarkets,Fashion & Retail,Split Family Fortune,M,1/22/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Fashion & Retail,Hank Meijer & family,71,United States,Supermarkets,Fashion & Retail,Split Family Fortune,M,2/15/1952 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Fashion & Retail,Mark Meijer & family,65,United States,Supermarkets,Fashion & Retail,Split Family Fortune,M,10/21/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Food & Beverage,Issad Rebrab & family,79,Algeria,Food,Food & Beverage,D,M,1/1/1944 0:00,"$169,988,236,398.00",76.7,66.1
591,4600,Logistics,Fred Smith,78,United States,FedEx,Logistics,D,M,8/11/1944 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Finance & Investments,Barry Sternlicht,62,United States,Private equity,Finance & Investments,U,M,11/27/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Manufacturing,Maximilian Viessmann,34,Germany,"Heating, cooling equipment",Manufacturing,D,M,2/11/1989 0:00,"$3,845,630,030,824.00",80.9,48.8
591,4600,Food & Beverage,Russ Weiner,52,United States,Energy drinks,Food & Beverage,U,M,5/5/1970 0:00,"$21,427,700,000,000.00",78.5,36.6
591,4600,Healthcare,Xue Min,66,China,Healthcare,Healthcare,N,M,1/1/1957 0:00,"$19,910,000,000,000.00",77,59.2
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55,Mexico,Tequila,Food & Beverage,U,M,7/1/1967 0:00,"$1,258,286,717,125.00",75,55.1
611,4500,Technology,Dietmar Hopp & family,82,Germany,Software,Technology,D,M,4/26/1940 0:00,"$3,845,630,030,824.00",80.9,48.8
611,4500,Technology,Jiang Bin,56,China,Acoustic components,Technology,D,M,9/16/1966 0:00,"$19,910,000,000,000.00",77,59.2
611,4500,Technology,Joseph Liemandt,54,United States,Software,Technology,U,M,8/5/1968 0:00,"$21,427,700,000,000.00",78.5,36.6
611,4500,Food & Beverage,Theo Mueller,83,Switzerland,Dairy,Food & Beverage,D,M,1/30/1940 0:00,"$703,082,435,360.00",83.6,28.8
611,4500,Technology,N.R. Narayana Murthy,76,India,Software services,Technology,U,M,8/20/1946 0:00,"$2,611,000,000,000.00",69.4,49.7
611,4500,Fashion & Retail,Odd Reitan & family,71,Norway,"Retail, real estate",Fashion & Retail,D,M,9/11/1951 0:00,"$403,336,363,636.00",82.8,36.2
611,4500,Finance & Investments,Marc Rowan,60,United States,Private equity,Finance & Investments,D,M,8/19/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
611,4500,Real Estate,Hussain Sajwani,70,United Arab Emirates,Real estate,Real Estate,U,M,3/1/1953 0:00,"$421,142,267,938.00",77.8,15.9
611,4500,Finance & Investments,David Velez & family,41,Brazil,Fintech,Finance & Investments,D,M,10/2/1981 0:00,"$1,839,758,040,766.00",75.7,65.1
611,4500,Manufacturing,Xu Jinfu,59,China,Chemicals,Manufacturing,D,M,1/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
611,4500,Diversified,Samuel Yin,72,Taiwan,Retail,Diversified,D,M,8/16/1950 0:00,,,
611,4500,Manufacturing,You Xiaoping & family,65,China,"Chemicals, spandex",Manufacturing,D,M,1/21/1958 0:00,"$19,910,000,000,000.00",77,59.2
624,4400,Healthcare,Stéphane Bancel,50,United States,"Biotech, vaccines",Healthcare,D,M,7/20/1972 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Technology,Margot Birmingham Perot,89,United States,"Computer services, real estate",Technology,U,F,11/15/1933 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Manufacturing,Neal Blue & family,88,United States,Defense,Manufacturing,U,M,4/4/1935 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Service,Jim Davis,63,United States,Staffing & recruiting,Service,U,M,3/13/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Construction & Engineering,Rafael Del Pino,64,Spain,Construction,Construction & Engineering,U,M,7/18/1958 0:00,"$1,394,116,310,769.00",83.3,47
624,4400,Healthcare,Peter Grogg,81,Switzerland,Biochemicals,Healthcare,D,M,1/10/1942 0:00,"$703,082,435,360.00",83.6,28.8
624,4400,Fashion & Retail,Christian Haub,58,Germany,Retail,Fashion & Retail,E,M,7/22/1964 0:00,"$3,845,630,030,824.00",80.9,48.8
624,4400,Real Estate,Mangal Prabhat Lodha,67,India,Real estate,Real Estate,D,M,12/1/1955 0:00,"$2,611,000,000,000.00",69.4,49.7
624,4400,Sports,Jeffrey Lurie & family,71,United States,Philadelphia Eagles,Sports,U,M,9/8/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Finance & Investments,Joe Mansueto,66,United States,Investment research,Finance & Investments,D,M,9/3/1956 0:00,"$21,427,700,000,000.00",78.5,36.6
624,4400,Manufacturing,Qian Dongqi & family,65,China,Home-cleaning robots,Manufacturing,D,M,1/1/1958 0:00,"$19,910,000,000,000.00",77,59.2
624,4400,Metals & Mining,Mikhail Shelkov,54,Russia,Titanium,Metals & Mining,U,M,5/30/1968 0:00,"$1,699,876,578,871.00",72.7,46.2
636,4300,Telecom,Patrick Drahi,59,Switzerland,Telecom,Telecom,D,M,8/20/1963 0:00,"$703,082,435,360.00",83.6,28.8
636,4300,Finance & Investments,Behdad Eghbali,46,United States,Private equity,Finance & Investments,U,M,5/6/1976 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Finance & Investments,Juan Carlos Escotet,63,Spain,Banking,Finance & Investments,U,M,7/23/1959 0:00,"$1,394,116,310,769.00",83.3,47
636,4300,Finance & Investments,Jose E. Feliciano,49,United States,Private equity,Finance & Investments,U,M,5/29/1973 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Healthcare,Hu Kaijun,61,China,Pharmaceuticals,Healthcare,U,M,1/1/1962 0:00,"$19,910,000,000,000.00",77,59.2
636,4300,Logistics,Johnelle Hunt,91,United States,Trucking,Logistics,D,F,1/4/1932 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Food & Beverage,Marian Ilitch,90,United States,Little Caesars Pizza,Food & Beverage,D,F,1/7/1933 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Diversified,Daryl Katz,61,Canada,Pharmacies,Diversified,D,M,9/1/1961 0:00,"$1,736,425,629,520.00",81.9,24.5
636,4300,Metals & Mining,Andrei Kozitsyn,62,Russia,Metals,Metals & Mining,U,M,6/9/1960 0:00,"$1,699,876,578,871.00",72.7,46.2
636,4300,Finance & Investments,Timur Kulibaev,56,Kazakhstan,Banking,Finance & Investments,U,M,9/10/1966 0:00,"$180,161,741,180.00",73.2,28.4
636,4300,Finance & Investments,Dinara Kulibaeva,55,Kazakhstan,Banking,Finance & Investments,U,F,8/19/1967 0:00,"$180,161,741,180.00",73.2,28.4
636,4300,Real Estate,Ian Livingstone,60,,Real estate,Real Estate,Split Family Fortune,M,5/22/1962 0:00,,,
636,4300,Real Estate,Richard Livingstone,58,,Real estate,Real Estate,Split Family Fortune,M,11/29/1964 0:00,,,
636,4300,Food & Beverage,Gwendolyn Sontheim Meyer,61,United States,Cargill,Food & Beverage,D,F,10/27/1961 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Real Estate,Jay Paul,75,United States,Real estate,Real Estate,U,M,7/8/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Diversified,Pham Nhat Vuong,54,Vietnam,Diversified,Diversified,D,M,8/5/1968 0:00,"$261,921,244,843.00",75.3,37.6
636,4300,Healthcare,Jon Stryker,64,United States,Medical equipment,Healthcare,U,M,5/3/1958 0:00,"$21,427,700,000,000.00",78.5,36.6
636,4300,Finance & Investments,Daniel Tsai,66,Taiwan,Finance,Finance & Investments,D,M,4/25/1956 0:00,,,
636,4300,Finance & Investments,Richard Tsai,65,Taiwan,Finance,Finance & Investments,D,M,6/2/1957 0:00,,,
636,4300,Technology,Frank Wang,42,China,Drones,Technology,D,M,10/30/1980 0:00,"$19,910,000,000,000.00",77,59.2
636,4300,Manufacturing,Wang Junshi & family,74,China,Solar inverters,Manufacturing,D,M,1/1/1949 0:00,"$19,910,000,000,000.00",77,59.2
636,4300,Technology,Wang Wenjing,58,China,Business software,Technology,D,M,12/5/1964 0:00,"$19,910,000,000,000.00",77,59.2
636,4300,Finance & Investments,Herbert Wertheim,83,United States,Investments,Finance & Investments,U,M,5/23/1939 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Service,Shari Arison,65,Israel,Carnival Cruises,Service,D,F,9/9/1957 0:00,"$395,098,666,122.00",82.8,25.3
659,4200,Finance & Investments,Pyotr Aven,68,Latvia,"Oil, banking, telecom",Finance & Investments,D,M,3/16/1955 0:00,"$34,117,202,555.00",74.7,38.1
659,4200,Real Estate,Chan Laiwa & family,82,China,Real estate,Real Estate,D,F,1/1/1941 0:00,"$19,910,000,000,000.00",77,59.2
659,4200,Real Estate,Chen Hua,57,China,Real estate,Real Estate,U,M,1/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
659,4200,Finance & Investments,Thomas Hagen,87,United States,Insurance,Finance & Investments,U,M,1/1/1936 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Finance & Investments,"Rupert Johnson, Jr.",82,United States,Franklin Templeton,Finance & Investments,D,M,8/10/1940 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Energy,Dewi Kam,72,Indonesia,Coal,Energy,N,F,7/23/1950 0:00,"$1,119,190,780,753.00",71.5,30.1
659,4200,Technology,Min Kao & family,74,United States,Navigation equipment,Technology,D,M,1/10/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Finance & Investments,Marc Ladreit de Lacharriere,82,France,Finance,Finance & Investments,U,M,11/6/1940 0:00,"$2,715,518,274,227.00",82.5,60.7
659,4200,Technology,Eric Lefkofsky,53,United States,"Groupon, investments",Technology,U,M,9/2/1969 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Technology,Lin Bin,55,China,Smartphones,Technology,D,M,2/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
659,4200,Finance & Investments,Lin Li,59,China,Investments,Finance & Investments,D,M,5/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
659,4200,Technology,Michael Moritz,68,United States,Venture capital,Technology,D,M,9/12/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Service,Jean (Gigi) Pritzker,60,United States,"Hotels, investments",Service,U,F,7/1/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Automotive,E. Joe Shoen,73,United States,U-Haul,Automotive,U,M,10/28/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Technology,Jeff Skoll,58,United States,EBay,Technology,D,M,1/16/1965 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Food & Beverage,Lynsi Snyder,40,United States,In-N-Out Burger,Food & Beverage,E,F,5/5/1982 0:00,"$21,427,700,000,000.00",78.5,36.6
659,4200,Fashion & Retail,Djoko Susanto,73,Indonesia,Supermarkets,Fashion & Retail,U,M,2/9/1950 0:00,"$1,119,190,780,753.00",71.5,30.1
659,4200,Diversified,Tahir & family,71,Indonesia,Diversified,Diversified,U,M,3/26/1952 0:00,"$1,119,190,780,753.00",71.5,30.1
659,4200,Finance & Investments,Peter Thiel,55,United States,"Facebook, investments",Finance & Investments,D,M,10/11/1967 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Food & Beverage,Andrej Babis,68,Czech Republic,Agriculture,Food & Beverage,D,M,9/2/1954 0:00,"$246,489,245,495.00",79,46.1
679,4100,Service,Danielle Bellon & family,83,France,Food services,Service,U,F,2/8/1940 0:00,"$2,715,518,274,227.00",82.5,60.7
679,4100,Media & Entertainment,Hubert Burda,83,Germany,Publishing,Media & Entertainment,U,M,2/9/1940 0:00,"$3,845,630,030,824.00",80.9,48.8
679,4100,Food & Beverage,Nick Caporella,87,United States,Beverages,Food & Beverage,U,M,1/15/1936 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Energy,John Catsimatidis,74,United States,"Oil, real estate",Energy,U,M,9/7/1948 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Technology,Scott Cook,70,United States,Software,Technology,D,M,7/26/1952 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Food & Beverage,Luca Garavoglia,54,Italy,Spirits,Food & Beverage,U,M,2/27/1969 0:00,"$2,001,244,392,042.00",82.9,59.1
679,4100,Manufacturing,Antti Herlin,66,Finland,"Elevators, escalators",Manufacturing,D,M,11/14/1956 0:00,"$268,761,201,365.00",81.7,36.6
679,4100,Manufacturing,Hong Jie,55,China,Paint,Manufacturing,U,M,10/1/1967 0:00,"$19,910,000,000,000.00",77,59.2
679,4100,Service,"Jeremy Jacobs, Sr. & family",83,United States,Food service,Service,U,M,1/21/1940 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Fashion & Retail,Igor Kesaev,56,Russia,"Tobacco distribution, retail",Fashion & Retail,U,M,10/30/1966 0:00,"$1,699,876,578,871.00",72.7,46.2
679,4100,Food & Beverage,Mary Alice Dorrance Malone,73,United States,Campbell Soup,Food & Beverage,U,F,2/3/1950 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Diversified,Joao Moreira Salles,61,Brazil,"Banking, minerals",Diversified,U,M,1/1/1962 0:00,"$1,839,758,040,766.00",75.7,65.1
679,4100,Finance & Investments,Walther Moreira Salles Junior,66,Brazil,"Banking, minerals",Finance & Investments,U,M,4/12/1956 0:00,"$1,839,758,040,766.00",75.7,65.1
679,4100,Sports,Arturo Moreno,76,United States,"Billboards, Los Angeles Angels",Sports,U,M,8/14/1946 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Manufacturing,Peter Spuhler,63,Switzerland,Train cars,Manufacturing,D,M,9/1/1959 0:00,"$703,082,435,360.00",83.6,28.8
679,4100,Real Estate,Donald Sterling,88,United States,Real estate,Real Estate,U,M,4/26/1934 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Diversified,Kerry Stokes,82,Australia,"Construction equipment, media",Diversified,D,M,9/13/1940 0:00,"$1,392,680,589,329.00",82.7,47.4
679,4100,Technology,Ken Xie,60,United States,Cybersecurity,Technology,D,M,1/26/1963 0:00,"$21,427,700,000,000.00",78.5,36.6
679,4100,Healthcare,Liangzhi Xie & family,57,China,Biotech,Healthcare,D,M,1/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
699,4000,Energy,Sid Bass,80,United States,"Oil, investments",Energy,U,M,4/9/1942 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Technology,Ben Chestnut,48,United States,Email marketing,Technology,D,M,6/15/1974 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Food & Beverage,Elisabeth DeLuca & family,75,United States,Subway,Food & Beverage,N,F,7/25/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Diversified,Guangchang Guo,56,China,Conglomerate,Diversified,D,M,2/16/1967 0:00,"$19,910,000,000,000.00",77,59.2
699,4000,Manufacturing,Vinod Rai Gupta,77,India,Electrical equipment,Manufacturing,U,F,9/15/1945 0:00,"$2,611,000,000,000.00",69.4,49.7
699,4000,Sports,John Henry,73,United States,Sports,Sports,U,M,9/13/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Technology,Travis Kalanick,46,United States,Uber,Technology,U,M,8/6/1976 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Manufacturing,Koon Poh Keong,61,Malaysia,Aluminum,Manufacturing,D,M,4/25/1961 0:00,"$364,701,517,788.00",76,38.7
699,4000,Technology,Dan Kurzius,51,United States,Email marketing,Technology,D,M,12/1/1971 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Manufacturing,Paul Lee,65,China,Battery separators,Manufacturing,D,M,1/1/1958 0:00,"$19,910,000,000,000.00",77,59.2
699,4000,Technology,Tobi Lutke,42,Canada,E-commerce,Technology,D,M,7/16/1980 0:00,"$1,736,425,629,520.00",81.9,24.5
699,4000,Automotive,Gail Miller,79,United States,Car dealerships,Automotive,U,F,10/14/1943 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Telecom,Rajan Mittal,63,India,Telecom,Telecom,Split Family Fortune,M,1/5/1960 0:00,"$2,611,000,000,000.00",69.4,49.7
699,4000,Telecom,Rakesh Mittal,67,India,Telecom,Telecom,Split Family Fortune,M,9/18/1955 0:00,"$2,611,000,000,000.00",69.4,49.7
699,4000,Media & Entertainment,Isaac Perlmutter,80,United States,Marvel comics,Media & Entertainment,D,M,12/1/1942 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Finance & Investments,"Bernard Saul, II.",90,United States,"Banking, real estate",Finance & Investments,U,M,4/15/1932 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Telecom,Shaul Shani,68,Italy,Telecom,Telecom,D,M,1/1/1955 0:00,"$2,001,244,392,042.00",82.9,59.1
699,4000,Media & Entertainment,Steven Spielberg,76,United States,Movies,Media & Entertainment,U,M,12/18/1946 0:00,"$21,427,700,000,000.00",78.5,36.6
699,4000,Healthcare,Jerzy Starak,75,Poland,Pharmaceuticals,Healthcare,E,M,12/12/1947 0:00,"$592,164,400,688.00",77.6,40.8
699,4000,Energy,Torbjorn Tornqvist,69,Switzerland,Oil trading,Energy,U,M,11/8/1953 0:00,"$703,082,435,360.00",83.6,28.8
699,4000,Metals & Mining,Rufino Vigil Gonzalez,74,Mexico,Steel,Metals & Mining,U,M,6/1/1948 0:00,"$1,258,286,717,125.00",75,55.1
699,4000,Diversified,Zhang Daocai,73,China,Valves,Diversified,U,M,1/1/1950 0:00,"$19,910,000,000,000.00",77,59.2
721,3900,Manufacturing,Juergen Blickle,76,Germany,Auto parts,Manufacturing,D,M,1/1/1947 0:00,"$3,845,630,030,824.00",80.9,48.8
721,3900,Food & Beverage,"Austen Cargill, II.",72,United States,Cargill,Food & Beverage,D,M,3/9/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Food & Beverage,"James Cargill, II.",73,United States,Cargill,Food & Beverage,D,M,4/7/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Finance & Investments,Vanich Chaiyawan,91,Thailand,"Insurance, beverages",Finance & Investments,U,M,1/1/1932 0:00,"$543,649,976,166.00",76.9,29.5
721,3900,Finance & Investments,Chen Dongsheng,65,China,Insurance,Finance & Investments,U,M,12/1/1957 0:00,"$19,910,000,000,000.00",77,59.2
721,3900,Automotive,Mong-Koo Chung,85,South Korea,Hyundai,Automotive,D,M,3/19/1938 0:00,"$2,029,000,000,000.00",82.6,33.2
721,3900,Finance & Investments,Kenneth Dart,67,Cayman Islands,Investments,Finance & Investments,U,M,4/21/1955 0:00,,,
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,83,Italy,Coffee makers,Fashion & Retail,D,M,4/24/1939 0:00,"$2,001,244,392,042.00",82.9,59.1
721,3900,Healthcare,Guenther Fielmann & family,83,Germany,Optometry,Healthcare,D,M,9/17/1939 0:00,"$3,845,630,030,824.00",80.9,48.8
721,3900,Energy,W. Herbert Hunt,94,United States,Oil,Energy,D,M,3/6/1929 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Sports,James Irsay,63,United States,Indianapolis Colts,Sports,U,M,6/13/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Diversified,Somurai Jaruphnit,,Thailand,Diversified,Diversified,N,F,,"$543,649,976,166.00",76.9,29.5
721,3900,Food & Beverage,Marianne Liebmann,69,United States,Cargill,Food & Beverage,D,F,7/11/1953 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Healthcare,Jorge Moll Filho & family,78,Brazil,Hospitals,Healthcare,D,M,1/1/1945 0:00,"$1,839,758,040,766.00",75.7,65.1
721,3900,Diversified,Fernando Roberto Moreira Salles,76,Brazil,"Banking, minerals",Diversified,U,M,5/29/1946 0:00,"$1,839,758,040,766.00",75.7,65.1
721,3900,Diversified,Pedro Moreira Salles,63,Brazil,"Banking, minerals",Diversified,U,M,10/20/1959 0:00,"$1,839,758,040,766.00",75.7,65.1
721,3900,Gambling & Casinos,Gabe Newell,60,United States,Videogames,Gambling & Casinos,E,M,11/3/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
721,3900,Fashion & Retail,Alfred Oetker,56,Germany,Consumer goods,Fashion & Retail,U,M,1/1/1967 0:00,"$3,845,630,030,824.00",80.9,48.8
